Date:  23:24; lundi; février 21; 2022
Nom du modèle: FEA_Mirror3Ra_WithCone
Nom de l'étude: M3Ra_El00Pa00ct_Bonded(-Défaut-)
Type de tracé: Déplacement statique DispZ
Type de résultat: UZ 

        
Valeur	Unité
Somme	1 008.785828	mm
Moyenne	0.060222	mm
Max	0.349747	mm
Min	-0.150740	mm
Moyenne quadratique	0.134747	mm

Noeud	Valeur	X_mm	Y_mm	Z_mm	Composants
271929	0.186887	1 967.32800293	1 392.30041504	294.36834717	Mirror3Ra_Left-1
271930	0.178623	2 010.06335449	1 310.44140625	293.20944214	Mirror3Ra_Left-1
271931	0.322085	80.88397980	2 624.88916016	318.61880493	Mirror3Ra_Left-1
271932	0.318450	134.80667114	2 599.65039063	313.41113281	Mirror3Ra_Left-1
271933	0.193398	29.29688454	1 750.25585938	148.26690674	Mirror3Ra_Left-1
271934	0.196442	9.76567268	1 772.38024902	151.75469971	Mirror3Ra_Left-1
271935	0.201654	29.29708099	1 810.09289551	157.89723206	Mirror3Ra_Left-1
271936	0.197032	58.59395218	1 776.61169434	152.60220337	Mirror3Ra_Left-1
271937	-0.112053	14.09880447	-2 183.93310547	210.00756836	Mirror3Ra_Left-1
271938	-0.110888	42.29615784	-2 168.00903320	206.76963806	Mirror3Ra_Left-1
271939	0.049757	58.59393692	-146.67851257	-0.14869446	Mirror3Ra_Left-1
271940	0.049752	19.53145981	-145.99032593	-0.31396386	Mirror3Ra_Left-1
271941	0.195173	39.06265640	1 763.15112305	150.35101318	Mirror3Ra_Left-1
271942	0.196696	29.29709625	1 774.21569824	152.08757019	Mirror3Ra_Left-1
271943	-0.124926	1 454.45117188	-2 310.37255859	362.18170166	Mirror3Ra_Left-1
271944	-0.120226	15.16526890	-2 296.02563477	234.27888489	Mirror3Ra_Left-1
271945	-0.091134	58.59373856	-1 918.94018555	158.49011230	Mirror3Ra_Left-1
271946	0.184717	2 031.70947266	1 358.02026367	303.35867310	Mirror3Ra_Left-1
271947	0.177915	1 960.13256836	1 317.14855957	283.82559204	Mirror3Ra_Left-1
271948	0.325153	107.84536743	2 643.63769531	323.20382690	Mirror3Ra_Left-1
271949	0.194104	9.76566887	1 755.39453125	149.04382324	Mirror3Ra_Left-1
271950	0.201306	58.59395218	1 807.53405762	157.60922241	Mirror3Ra_Left-1
271951	-0.111160	14.09879971	-2 171.96582031	207.50180054	Mirror3Ra_Left-1
271952	-0.112790	27.09793854	-2 193.74658203	212.10589600	Mirror3Ra_Left-1
271953	0.050235	39.06264114	-134.42706299	-0.29690835	Mirror3Ra_Left-1
271954	0.331502	13.48068142	2 687.25366211	332.82406616	Mirror3Ra_Left-1
271955	0.074217	19.53129196	464.19998169	13.69659328	Mirror3Ra_Left-1
271956	0.319497	80.88397980	2 608.34619141	314.82028198	Mirror3Ra_Left-1
271957	0.190385	2 002.80810547	1 413.16564941	304.18856812	Mirror3Ra_Left-1
271958	0.183382	1 931.84777832	1 371.43493652	284.70864868	Mirror3Ra_Left-1
271959	-0.110288	30.36400604	-2 160.16699219	205.08943176	Mirror3Ra_Left-1
271960	-0.093369	58.59373856	-1 945.49987793	163.31903076	Mirror3Ra_Left-1
271961	-0.112434	46.62923431	-2 188.71997070	211.12982178	Mirror3Ra_Left-1
271962	-0.110135	1 598.71777344	-2 123.26953125	346.61758423	Mirror3Ra_Left-1
271963	-0.115564	1 532.35632324	-2 186.73510742	348.07000732	Mirror3Ra_Left-1
271964	0.011227	87.89060974	-813.56323242	23.57542038	Mirror3Ra_Left-1
271965	0.044433	2 109.37500000	-79.40219879	236.71429443	Mirror3Ra_Left-1
271966	0.037545	2 109.37500000	-168.06047058	237.67143250	Mirror3Ra_Left-1
271967	0.159247	58.59370041	1 495.58251953	110.72556305	Mirror3Ra_Left-1
271968	0.281774	80.19423676	2 364.11035156	261.34014893	Mirror3Ra_Left-1
271969	0.279016	132.73744202	2 344.80517578	257.88049316	Mirror3Ra_Left-1
271970	-0.138973	69.32894135	-2 579.58227539	302.52029419	Mirror3Ra_Left-1
271971	-0.136509	69.32894135	-2 540.45898438	292.57141113	Mirror3Ra_Left-1
271972	0.019806	136.71881104	-700.32373047	17.23285675	Mirror3Ra_Left-1
271973	0.017485	97.65629578	-733.31683350	18.63039589	Mirror3Ra_Left-1
271974	-0.138284	121.32218170	-2 568.45922852	300.26467896	Mirror3Ra_Left-1
271975	-0.136289	86.66001892	-2 536.75122070	291.79925537	Mirror3Ra_Left-1
271976	0.219946	97.65629578	1 940.61962891	180.36630249	Mirror3Ra_Left-1
271977	0.215074	136.71881104	1 905.46313477	174.75500488	Mirror3Ra_Left-1
271978	0.022201	136.71881104	-666.33673096	15.38883495	Mirror3Ra_Left-1
271979	0.024753	97.65629578	-631.35577393	13.10967350	Mirror3Ra_Left-1
271980	0.165203	136.71881104	1 540.04125977	117.68807220	Mirror3Ra_Left-1
271981	0.169744	97.65629578	1 575.36389160	122.25749207	Mirror3Ra_Left-1
271982	0.064593	78.12500000	237.16133118	4.93145418	Mirror3Ra_Left-1
271983	-0.108077	91.12415314	-2 129.27832031	199.16816711	Mirror3Ra_Left-1
271984	-0.104882	82.45807648	-2 087.85644531	190.73313904	Mirror3Ra_Left-1
271985	-0.007239	19.53130341	-1 025.48437500	39.49014282	Mirror3Ra_Left-1
271986	-0.118469	119.25373077	-2 268.62353516	229.03273010	Mirror3Ra_Left-1
271987	-0.121575	97.52233124	-2 313.39648438	238.71569824	Mirror3Ra_Left-1
271988	0.040381	29.29687691	-361.07727051	2.75007033	Mirror3Ra_Left-1
271989	0.041005	9.76566219	-348.13345337	2.40624356	Mirror3Ra_Left-1
271990	-0.071528	29.29688644	-1 698.86621094	121.29443359	Mirror3Ra_Left-1
271991	-0.073074	9.76567554	-1 715.85083008	123.92382050	Mirror3Ra_Left-1
271992	0.091249	253.90621948	780.12530518	37.07094574	Mirror3Ra_Left-1
271993	0.095477	292.96875000	843.96807861	43.26259613	Mirror3Ra_Left-1
271994	0.101073	29.29687500	912.50781250	44.73731995	Mirror3Ra_Left-1
271995	0.100097	9.76565933	898.95855713	43.50848389	Mirror3Ra_Left-1
271996	0.153169	29.29687309	1 447.12292480	104.03646088	Mirror3Ra_Left-1
271997	0.154890	9.76565838	1 461.01843262	105.85829163	Mirror3Ra_Left-1
271998	0.132849	29.29687309	1 266.90539551	81.36519623	Mirror3Ra_Left-1
271999	0.134329	9.76565933	1 280.92431641	82.99244690	Mirror3Ra_Left-1
272000	-0.027358	29.29687691	-1 233.42565918	59.83139420	Mirror3Ra_Left-1
272001	-0.028526	9.76566315	-1 245.58117676	61.11057663	Mirror3Ra_Left-1
272002	-0.115107	121.45387268	-2 222.17504883	218.97616577	Mirror3Ra_Left-1
272003	-0.111491	104.12275696	-2 174.05126953	208.55815125	Mirror3Ra_Left-1
272004	0.154388	58.59370041	1 457.02172852	105.49107361	Mirror3Ra_Left-1
272005	0.033404	29.29687881	-494.27966309	6.77024078	Mirror3Ra_Left-1
272006	0.032568	9.76566505	-508.92001343	7.27180624	Mirror3Ra_Left-1
272007	0.034616	48.82809067	-472.72302246	6.08977747	Mirror3Ra_Left-1
272008	0.036114	68.35939026	-444.25082397	5.27195883	Mirror3Ra_Left-1
272009	-0.068505	2 030.21093750	-1 646.44287109	348.11270142	Mirror3Ra_Left-1
272010	-0.065596	2 097.51123047	-1 618.95410156	359.57147217	Mirror3Ra_Left-1
272011	0.044172	29.29689026	-280.29440308	1.11178088	Mirror3Ra_Left-1
272012	0.043192	9.76567936	-301.80828857	1.44861889	Mirror3Ra_Left-1
272013	0.088919	9.76566029	734.43200684	30.31225967	Mirror3Ra_Left-1
272014	0.088017	29.29687500	720.20086670	29.31903076	Mirror3Ra_Left-1
272015	-0.033329	97.65621948	-1 295.13867188	67.17984009	Mirror3Ra_Left-1
272016	-0.030856	58.59370041	-1 269.99157715	63.99557114	Mirror3Ra_Left-1
272017	0.048000	9.76567745	-189.40533447	-0.05645706	Mirror3Ra_Left-1
272018	0.047179	29.29688835	-210.15611267	0.17514446	Mirror3Ra_Left-1
272019	0.013807	126.95312500	-780.57012939	21.88419724	Mirror3Ra_Left-1
272020	0.018637	146.48442078	-716.07482910	18.27510071	Mirror3Ra_Left-1
272021	0.062893	97.65621948	194.62536621	3.91776538	Mirror3Ra_Left-1
272022	0.063692	58.59370041	213.91514587	4.11874723	Mirror3Ra_Left-1
272023	0.064329	29.29687119	228.38287354	4.39649963	Mirror3Ra_Left-1
272024	0.064742	9.76565552	238.02796936	4.64206457	Mirror3Ra_Left-1
272025	0.156320	97.65621948	1 471.83630371	107.79746246	Mirror3Ra_Left-1
272026	0.156753	58.59370041	1 475.90307617	108.03868866	Mirror3Ra_Left-1
272027	0.012439	146.48434448	-797.06665039	23.23690987	Mirror3Ra_Left-1
272028	0.014644	205.07809448	-765.56445313	22.35407066	Mirror3Ra_Left-1
272029	-0.063092	2 073.05078125	-1 579.12353516	347.43151855	Mirror3Ra_Left-1
272030	0.061845	58.59370041	164.57878113	2.84972858	Mirror3Ra_Left-1
272031	0.062260	97.65621948	178.17990112	3.49906254	Mirror3Ra_Left-1
272032	-0.130622	25.99839211	-2 448.86791992	269.75515747	Mirror3Ra_Left-1
272033	-0.129422	8.66616440	-2 430.71801758	265.36578369	Mirror3Ra_Left-1
272034	0.050873	1 953.12500000	24.53896713	202.68214417	Mirror3Ra_Left-1
272035	0.057094	1 953.12500000	97.00209808	203.22035217	Mirror3Ra_Left-1
272036	0.076742	29.29687691	516.60089111	16.45284843	Mirror3Ra_Left-1
272037	0.076045	9.76566124	502.25537109	15.64166546	Mirror3Ra_Left-1
272038	0.275473	821.17022705	2 264.22558594	274.30056763	Mirror3Ra_Left-1
272039	0.280096	745.59277344	2 302.03491211	276.00442505	Mirror3Ra_Left-1
272040	0.000801	2 269.54858398	-709.80963135	298.21090698	Mirror3Ra_Left-1
272041	-0.004745	2 292.11767578	-792.73132324	309.90438843	Mirror3Ra_Left-1
272042	0.306050	412.40521240	2 501.46801758	298.96786499	Mirror3Ra_Left-1
272043	0.307260	498.85220337	2 501.46826172	302.89395142	Mirror3Ra_Left-1
272044	0.295972	953.78527832	2 384.18701172	310.66958618	Mirror3Ra_Left-1
272045	0.300777	879.59906006	2 422.77685547	312.03591919	Mirror3Ra_Left-1
272046	0.321548	1 012.83099365	2 543.31982422	350.89248657	Mirror3Ra_Left-1
272047	0.326193	935.83074951	2 580.81616211	351.82934570	Mirror3Ra_Left-1
272048	-0.145120	8.66616440	-2 678.10546875	328.11465454	Mirror3Ra_Left-1
272049	-0.146194	25.99839020	-2 695.57983398	332.86474609	Mirror3Ra_Left-1
272050	-0.141515	25.99838638	-2 620.32885742	312.83197021	Mirror3Ra_Left-1
272051	-0.142444	8.66615677	-2 635.10083008	316.67364502	Mirror3Ra_Left-1
272052	-0.138458	34.66447067	-2 571.34692383	300.19546509	Mirror3Ra_Left-1
272053	-0.140195	34.66447067	-2 599.07568359	307.33099365	Mirror3Ra_Left-1
272054	0.052008	9.76567936	-89.78871155	-0.42827365	Mirror3Ra_Left-1
272055	0.051148	29.29689026	-111.60928345	-0.38323814	Mirror3Ra_Left-1
272056	0.260131	66.36868286	2 219.51367188	231.88240051	Mirror3Ra_Left-1
272057	0.257379	40.09715652	2 200.99902344	228.10725403	Mirror3Ra_Left-1
272058	0.018437	234.37495422	-712.57189941	19.89373779	Mirror3Ra_Left-1
272059	0.023582	234.37495422	-638.08898926	15.90316963	Mirror3Ra_Left-1
272060	0.319012	26.96138763	2 606.35278320	314.07476807	Mirror3Ra_Left-1
272061	0.315156	26.96138763	2 581.53857422	308.42291260	Mirror3Ra_Left-1
272062	-0.112446	847.73376465	-2 111.73828125	236.94268799	Mirror3Ra_Left-1
272063	-0.107418	855.49456787	-2 037.43481445	222.85020447	Mirror3Ra_Left-1
272064	-0.110900	691.48382568	-2 111.73828125	222.94039917	Mirror3Ra_Left-1
272065	-0.105797	699.24462891	-2 037.43505859	208.76435852	Mirror3Ra_Left-1
272066	-0.078646	29.29688263	-1 777.08532715	133.86073303	Mirror3Ra_Left-1
272067	-0.079947	9.76566982	-1 791.58178711	136.21849060	Mirror3Ra_Left-1
272068	-0.087281	1 665.03002930	-1 829.12963867	301.79650879	Mirror3Ra_Left-1
272069	-0.082846	1 617.29272461	-1 763.36767578	281.27026367	Mirror3Ra_Left-1
272070	-0.086178	9.76568222	-1 861.90942383	148.19186401	Mirror3Ra_Left-1
272071	-0.087850	29.29689217	-1 881.04235840	151.58639526	Mirror3Ra_Left-1
272072	0.091800	29.29687119	779.44445801	33.73227692	Mirror3Ra_Left-1
272073	0.092469	9.76565456	789.46630859	34.46913528	Mirror3Ra_Left-1
272074	-0.139056	8.66615868	-2 580.91650391	302.58016968	Mirror3Ra_Left-1
272075	-0.138076	25.99838638	-2 565.29565430	298.61929321	Mirror3Ra_Left-1
272076	0.259457	1 763.32580566	2 002.80981445	347.47891235	Mirror3Ra_Left-1
272077	0.257986	1 837.82312012	1 976.64465332	356.44595337	Mirror3Ra_Left-1
272078	-0.125937	8.66616631	-2 378.59667969	253.08004761	Mirror3Ra_Left-1
272079	-0.127211	25.99839211	-2 397.40429688	257.51174927	Mirror3Ra_Left-1
272080	0.267050	13.48073864	2 266.53344727	241.02919006	Mirror3Ra_Left-1
272081	0.268937	40.44203949	2 279.08520508	243.63070679	Mirror3Ra_Left-1
272082	0.281480	13.48073101	2 362.51904297	260.69564819	Mirror3Ra_Left-1
272083	0.282634	40.44203186	2 370.01708984	262.33627319	Mirror3Ra_Left-1
272084	-0.023968	29.29687691	-1 198.30993652	56.09716034	Mirror3Ra_Left-1
272085	-0.025140	9.76566315	-1 210.37365723	57.32365417	Mirror3Ra_Left-1
272086	-0.103948	141.05186462	-2 072.77661133	188.50196838	Mirror3Ra_Left-1
272087	-0.107762	110.65541840	-2 124.25170898	198.37406921	Mirror3Ra_Left-1
272088	0.307653	40.44202805	2 532.88159180	297.53189087	Mirror3Ra_Left-1
272089	0.307715	13.48072624	2 533.52514648	297.60296631	Mirror3Ra_Left-1
272090	0.094780	9.76565742	823.62731934	37.17964554	Mirror3Ra_Left-1
272091	0.093926	29.29687309	811.28100586	36.22790909	Mirror3Ra_Left-1
272092	0.000115	9.76566410	-944.71252441	32.73899841	Mirror3Ra_Left-1
272093	-0.001038	29.29687881	-957.78692627	33.82771683	Mirror3Ra_Left-1
272094	0.112683	14.64845276	1 057.71643066	58.43040466	Mirror3Ra_Left-1
272095	0.038831	9.76566792	-391.77816772	3.48963785	Mirror3Ra_Left-1
272096	0.039659	29.29688072	-375.62557983	3.10905886	Mirror3Ra_Left-1
272097	0.042155	29.29687500	-324.32284546	1.93018115	Mirror3Ra_Left-1
272098	0.041597	9.76565933	-335.88192749	2.13375187	Mirror3Ra_Left-1
272099	0.126722	29.29687119	1 207.30456543	74.46545410	Mirror3Ra_Left-1
272100	0.125639	9.76565456	1 196.42431641	73.19906616	Mirror3Ra_Left-1
272101	0.078677	97.65629578	556.29864502	19.13181305	Mirror3Ra_Left-1
272102	0.080715	136.71881104	595.83044434	21.96068954	Mirror3Ra_Left-1
272103	0.133955	58.59370041	1 277.89953613	82.80181885	Mirror3Ra_Left-1
272104	0.113886	34.17965698	1 071.81396484	59.90689087	Mirror3Ra_Left-1
272105	0.112003	24.41408348	1 049.95983887	57.67162704	Mirror3Ra_Left-1
272106	0.282854	217.94767761	2 366.37622070	263.86453247	Mirror3Ra_Left-1
272107	0.292532	179.57487488	2 431.54199219	276.90371704	Mirror3Ra_Left-1
272108	0.135389	97.65621948	1 291.72875977	84.76931000	Mirror3Ra_Left-1
272109	0.136311	58.59370041	1 300.07934570	85.46588135	Mirror3Ra_Left-1
272110	0.059304	29.29687119	96.94465637	1.32518148	Mirror3Ra_Left-1
272111	0.059698	9.76565647	106.84147644	1.46281374	Mirror3Ra_Left-1
272112	0.046479	29.29687500	-226.84796143	0.35726261	Mirror3Ra_Left-1
272113	0.045922	9.76566124	-239.48092651	0.47130865	Mirror3Ra_Left-1
272114	0.096322	29.29687119	846.13232422	39.05907440	Mirror3Ra_Left-1
272115	0.095581	9.76565552	835.24432373	38.12409973	Mirror3Ra_Left-1
272116	-0.042897	9.76565838	-1 395.81726074	78.68495941	Mirror3Ra_Left-1
272117	-0.043725	29.29687309	-1 404.43872070	79.80632782	Mirror3Ra_Left-1
272118	-0.035694	29.29687500	-1 320.58947754	69.63967896	Mirror3Ra_Left-1
272119	-0.036591	9.76565933	-1 329.97399902	70.69918823	Mirror3Ra_Left-1
272120	0.118411	29.29687500	1 121.46459961	65.05239868	Mirror3Ra_Left-1
272121	0.117089	9.76566029	1 107.04577637	63.49300766	Mirror3Ra_Left-1
272122	-0.042028	29.29687309	-1 386.75207520	77.60180664	Mirror3Ra_Left-1
272123	0.089877	29.29687309	749.82257080	31.48807526	Mirror3Ra_Left-1
272124	0.090670	9.76565742	761.94915771	32.35829544	Mirror3Ra_Left-1
272125	0.044904	29.29687500	-263.60238647	0.84804434	Mirror3Ra_Left-1
272126	0.045400	9.76566029	-251.73243713	0.63530791	Mirror3Ra_Left-1
272127	0.139597	14.64845181	1 330.08239746	88.97108459	Mirror3Ra_Left-1
272128	0.301958	26.96138763	2 496.18603516	289.36703491	Mirror3Ra_Left-1
272129	0.298037	26.96138763	2 470.68334961	283.78903198	Mirror3Ra_Left-1
272130	-0.050058	97.65621948	-1 469.22521973	88.64527893	Mirror3Ra_Left-1
272131	-0.049601	58.59370041	-1 465.69543457	87.83595276	Mirror3Ra_Left-1
272132	0.149661	29.29687309	1 418.21643066	100.21747589	Mirror3Ra_Left-1
272133	0.151261	9.76565742	1 431.45922852	101.91960907	Mirror3Ra_Left-1
272134	0.138017	34.17965698	1 315.62329102	87.24196625	Mirror3Ra_Left-1
272135	0.140501	24.41408348	1 338.36035156	90.01615906	Mirror3Ra_Left-1
272136	0.139211	53.71095276	1 326.80224609	88.70233917	Mirror3Ra_Left-1
272137	0.326868	514.13262939	2 625.73388672	331.63534546	Mirror3Ra_Left-1
272138	0.314213	532.76135254	2 542.89013672	313.81964111	Mirror3Ra_Left-1
272139	-0.088443	92.77347565	-1 886.10876465	152.92535400	Mirror3Ra_Left-1
272140	-0.084857	122.07034302	-1 843.45739746	145.84658813	Mirror3Ra_Left-1
272141	-0.089910	209.96090698	-1 894.76000977	156.49693298	Mirror3Ra_Left-1
272142	-0.085355	161.13282776	-1 846.34118652	146.97734070	Mirror3Ra_Left-1
272143	0.321861	220.36180115	2 617.37939453	318.98150635	Mirror3Ra_Left-1
272144	0.331390	181.29928589	2 680.79492188	332.92962646	Mirror3Ra_Left-1
272145	-0.116997	1 375.70422363	-2 178.46166992	319.54510498	Mirror3Ra_Left-1
272146	-0.118273	1 294.87829590	-2 185.92724609	308.50155640	Mirror3Ra_Left-1
272147	-0.048234	4.88283157	-1 451.56933594	85.79161072	Mirror3Ra_Left-1
272148	-0.050227	14.64847565	-1 472.45690918	88.54918671	Mirror3Ra_Left-1
272149	-0.130069	86.65946198	-2 439.33715820	267.86886597	Mirror3Ra_Left-1
272150	-0.132790	121.32051086	-2 480.75878906	278.33383179	Mirror3Ra_Left-1
272151	0.056854	29.29688072	33.52415085	0.39288169	Mirror3Ra_Left-1
272152	0.057520	9.76566792	50.62471390	0.56859088	Mirror3Ra_Left-1
272153	0.269454	112.51640320	2 281.74047852	244.71856689	Mirror3Ra_Left-1
272154	0.274142	73.45388794	2 313.62060547	250.84304810	Mirror3Ra_Left-1
272155	-0.096140	29.29689217	-1 979.42419434	169.45178223	Mirror3Ra_Left-1
272156	-0.097628	9.76568031	-1 997.69628906	172.84370422	Mirror3Ra_Left-1
272157	0.311881	13.48068428	2 560.46899414	303.63632202	Mirror3Ra_Left-1
272158	0.009873	68.35939026	-830.05969238	24.52239609	Mirror3Ra_Left-1
272159	0.012429	48.82809067	-798.55755615	22.29400635	Mirror3Ra_Left-1
272160	0.110364	205.07809448	1 033.39477539	58.15420914	Mirror3Ra_Left-1
272161	0.112852	146.48434448	1 061.43041992	59.89425659	Mirror3Ra_Left-1
272162	0.249364	9.93809414	2 146.20458984	217.43821716	Mirror3Ra_Left-1
272163	0.076307	351.56250000	516.81878662	22.85338402	Mirror3Ra_Left-1
272164	0.075562	429.68756104	500.19229126	25.14281464	Mirror3Ra_Left-1
272165	0.074507	136.71881104	474.40258789	15.16390324	Mirror3Ra_Left-1
272166	0.072454	97.65629578	429.13510132	12.47988892	Mirror3Ra_Left-1
272167	0.048745	9.76575184	-170.85603333	-0.19394459	Mirror3Ra_Left-1
272168	0.049412	29.29716110	-154.50840759	-0.24859345	Mirror3Ra_Left-1
272169	-0.120004	31.41397285	-2 292.72705078	233.58840942	Mirror3Ra_Left-1
272170	-0.118110	33.58097076	-2 266.20190430	227.73274231	Mirror3Ra_Left-1
272171	0.049006	39.06273651	-164.88374329	-0.15543173	Mirror3Ra_Left-1
272172	0.047528	39.06254196	-201.98216248	0.13080361	Mirror3Ra_Left-1
272173	0.316402	107.84534454	2 587.64575195	310.35177612	Mirror3Ra_Left-1
272174	0.308737	107.84538269	2 538.39770508	299.25973511	Mirror3Ra_Left-1
272175	-0.092716	29.29687119	-1 938.23901367	161.84289551	Mirror3Ra_Left-1
272176	-0.094008	9.76565933	-1 953.82067871	164.65551758	Mirror3Ra_Left-1
272177	-0.112915	1 619.85632324	-2 166.58056641	359.88024902	Mirror3Ra_Left-1
272178	-0.111023	1 535.06799316	-2 122.55517578	334.79260254	Mirror3Ra_Left-1
272179	0.013763	68.35939026	-782.06103516	21.35539818	Mirror3Ra_Left-1
272180	0.039800	2 070.31250000	-132.09941101	228.43836975	Mirror3Ra_Left-1
272181	0.160924	78.12500000	1 508.37902832	112.62550354	Mirror3Ra_Left-1
272182	0.285668	107.15562439	2 389.26025391	266.87313843	Mirror3Ra_Left-1
272183	0.076620	9.76566029	513.86938477	16.26487160	Mirror3Ra_Left-1
272184	0.003597	2 452.15429688	-709.21160889	345.59606934	Mirror3Ra_Left-1
272185	-0.138740	86.66001892	-2 575.87451172	301.73098755	Mirror3Ra_Left-1
272186	-0.137517	86.66001892	-2 556.31274414	296.74200439	Mirror3Ra_Left-1
272187	-0.137660	51.99670792	-2 558.75146484	297.07464600	Mirror3Ra_Left-1
272188	0.019977	97.65629578	-699.32977295	16.68013763	Mirror3Ra_Left-1
272189	0.016286	107.42190552	-749.06793213	19.68067551	Mirror3Ra_Left-1
272190	0.017480	126.95317078	-732.57135010	18.94430542	Mirror3Ra_Left-1
272191	-0.135706	121.32106781	-2 527.03735352	289.79125977	Mirror3Ra_Left-1
272192	0.222789	136.71881104	1 960.26367188	184.26402283	Mirror3Ra_Left-1
272193	0.216090	97.65629578	1 913.21911621	175.62495422	Mirror3Ra_Left-1
272194	0.025625	136.71881104	-615.35620117	12.82853985	Mirror3Ra_Left-1
272195	0.022407	97.65629578	-665.34277344	14.84002018	Mirror3Ra_Left-1
272196	0.171631	136.71881104	1 588.81469727	124.66542053	Mirror3Ra_Left-1
272197	0.166440	97.65629578	1 550.29553223	118.67437744	Mirror3Ra_Left-1
272198	0.063777	117.18751526	217.87156677	4.77084732	Mirror3Ra_Left-1
272199	-0.106818	67.25985718	-2 113.59399414	195.76473999	Mirror3Ra_Left-1
272200	-0.106167	106.32238007	-2 103.54101563	194.13284302	Mirror3Ra_Left-1
272201	-0.047593	14.64847565	-1 444.86584473	84.93035126	Mirror3Ra_Left-1
272202	-0.121445	145.24974060	-2 310.04516602	238.64343262	Mirror3Ra_Left-1
272203	-0.120093	84.52429199	-2 292.68554688	233.94085693	Mirror3Ra_Left-1
272204	0.327393	572.57202148	2 623.26049805	334.22573853	Mirror3Ra_Left-1
272205	0.040292	9.76566315	-362.68167114	2.74780869	Mirror3Ra_Left-1
272206	0.041291	19.53130722	-342.35409546	2.29130006	Mirror3Ra_Left-1
272207	-0.073565	29.29688644	-1 721.14514160	124.80670929	Mirror3Ra_Left-1
272208	-0.071980	9.76567173	-1 703.86938477	122.03514862	Mirror3Ra_Left-1
272209	0.091629	292.96875000	787.14916992	38.71736526	Mirror3Ra_Left-1
272210	0.095151	234.37500000	837.28643799	41.11985016	Mirror3Ra_Left-1
272211	0.044559	2 148.43750000	-85.24735260	245.66304016	Mirror3Ra_Left-1
272212	0.273954	731.79205322	2 263.08642578	267.12405396	Mirror3Ra_Left-1
272213	0.270853	782.17700195	2 237.87988281	265.92367554	Mirror3Ra_Left-1
272214	0.099841	29.29687500	895.58135986	43.25370026	Mirror3Ra_Left-1
272215	0.100792	9.76565742	908.49279785	44.34392166	Mirror3Ra_Left-1
272216	0.153044	9.76565933	1 446.07568359	103.85812378	Mirror3Ra_Left-1
272217	0.155507	29.29687309	1 466.00427246	106.56855774	Mirror3Ra_Left-1
272218	0.132744	9.76565933	1 265.80187988	81.19580841	Mirror3Ra_Left-1
272219	0.135178	29.29687309	1 289.08544922	84.00891113	Mirror3Ra_Left-1
272220	-0.028801	29.29687691	-1 248.46130371	61.46833801	Mirror3Ra_Left-1
272221	-0.026835	9.76566887	-1 227.95495605	59.19906998	Mirror3Ra_Left-1
272222	-0.111888	143.18527222	-2 177.40234375	209.82279968	Mirror3Ra_Left-1
272223	-0.113350	88.92460632	-2 199.78881836	213.80316162	Mirror3Ra_Left-1
272224	0.152979	78.12500000	1 445.54772949	104.09311676	Mirror3Ra_Left-1
272225	0.032330	29.29687881	-513.26104736	7.47769499	Mirror3Ra_Left-1
272226	0.033386	9.76566505	-494.37179565	6.73249626	Mirror3Ra_Left-1
272227	0.034078	68.35939026	-482.21365356	6.54343605	Mirror3Ra_Left-1
272228	0.035629	48.82809067	-453.74154663	5.45413494	Mirror3Ra_Left-1
272229	-0.070037	2 062.65502930	-1 673.82141113	360.23068237	Mirror3Ra_Left-1
272230	-0.084740	1 693.53002930	-1 801.33520508	302.37579346	Mirror3Ra_Left-1
272231	-0.081785	1 661.70520020	-1 757.49389648	288.62725830	Mirror3Ra_Left-1
272232	0.043065	29.29689026	-304.79739380	1.54525006	Mirror3Ra_Left-1
272233	0.043677	9.76567364	-291.05154419	1.25450659	Mirror3Ra_Left-1
272234	0.088972	29.29687500	735.53784180	30.43269348	Mirror3Ra_Left-1
272235	0.087821	9.76566315	716.68957520	29.02742386	Mirror3Ra_Left-1
272236	-0.029945	78.12500000	-1 260.42773438	63.07942581	Mirror3Ra_Left-1
272237	-0.033656	58.59370041	-1 299.23046875	67.30841827	Mirror3Ra_Left-1
272238	0.048675	29.29706383	-173.05761719	-0.13865496	Mirror3Ra_Left-1
272239	0.048339	19.53141022	-181.23156738	-0.10566699	Mirror3Ra_Left-1
272240	0.047937	29.29698753	-191.60688782	0.00257558	Mirror3Ra_Left-1
272241	0.016018	185.54687500	-749.06793213	20.92630959	Mirror3Ra_Left-1
272242	0.014942	156.25000000	-764.81903076	21.34692764	Mirror3Ra_Left-1
272243	0.312903	440.73550415	2 542.89013672	309.35748291	Mirror3Ra_Left-1
272244	0.313583	489.53784180	2 542.89013672	311.61868286	Mirror3Ra_Left-1
272245	0.062450	58.59370041	181.02415466	3.24878716	Mirror3Ra_Left-1
272246	0.062659	78.12496185	187.82479858	3.56120825	Mirror3Ra_Left-1
272247	0.064978	29.29687119	244.82841492	4.88842249	Mirror3Ra_Left-1
272248	0.064093	9.76566124	221.58262634	4.15999651	Mirror3Ra_Left-1
272249	0.010854	205.07809448	-813.56311035	25.44891167	Mirror3Ra_Left-1
272250	0.290371	926.81866455	2 350.74658203	301.16207886	Mirror3Ra_Left-1
272251	-0.064572	2 027.38098145	-1 591.33666992	338.64736938	Mirror3Ra_Left-1
272252	0.300723	491.89920044	2 460.04614258	293.50759888	Mirror3Ra_Left-1
272253	0.061424	78.12500000	154.93388367	2.76739001	Mirror3Ra_Left-1
