Date:  23:24; lundi; février 21; 2022
Nom du modèle: FEA_Mirror3Ra_WithCone
Nom de l'étude: M3Ra_El00Pa00ct_Bonded(-Défaut-)
Type de tracé: Déplacement statique DispZ
Type de résultat: UZ 

        
Valeur	Unité
Somme	1 008.785828	mm
Moyenne	0.060222	mm
Max	0.349747	mm
Min	-0.150740	mm
Moyenne quadratique	0.134747	mm

Noeud	Valeur	X_mm	Y_mm	Z_mm	Composants
143256	-0.125249	1 258.93054199	-2 292.06835938	326.65335083	Mirror3Ra_Left-1
143257	0.288011	1 249.44531250	2 298.01171875	325.50997925	Mirror3Ra_Left-1
143258	0.059810	468.75000000	144.00386047	13.77500057	Mirror3Ra_Left-1
143259	0.144351	156.25000000	1 371.32934570	95.37023926	Mirror3Ra_Left-1
143260	0.186938	1 406.25000000	1 534.49865723	216.42376709	Mirror3Ra_Left-1
143261	0.283208	53.92267609	2 373.76318359	263.18490601	Mirror3Ra_Left-1
143262	-0.098043	1 377.29956055	-1 914.74267578	266.88940430	Mirror3Ra_Left-1
143263	0.196779	1 718.75000000	1 534.49926758	266.15417480	Mirror3Ra_Left-1
143264	0.264564	210.17268372	2 246.24267578	239.16967773	Mirror3Ra_Left-1
143265	0.165674	2 187.86206055	1 147.52453613	313.76672363	Mirror3Ra_Left-1
143266	0.186743	2 074.72338867	1 364.66955566	313.22094727	Mirror3Ra_Left-1
143267	0.208758	1 953.81420898	1 574.40100098	315.68734741	Mirror3Ra_Left-1
143268	0.330031	107.84535217	2 675.00537109	330.51589966	Mirror3Ra_Left-1
143269	0.113865	312.50000000	1 072.79296875	64.95368958	Mirror3Ra_Left-1
143270	-0.116759	225.57432556	-2 239.53491211	224.83312988	Mirror3Ra_Left-1
143271	0.317825	318.01800537	2 584.31201172	314.04882813	Mirror3Ra_Left-1
143272	0.191153	312.50000000	1 727.61120605	149.58999634	Mirror3Ra_Left-1
143273	0.269883	53.92267609	2 285.35791016	244.96292114	Mirror3Ra_Left-1
143274	0.235887	1 540.71606445	1 876.17797852	288.61688232	Mirror3Ra_Left-1
143275	0.240417	156.25000000	2 083.27441406	206.79612732	Mirror3Ra_Left-1
143276	-0.116256	1 416.11706543	-2 174.72900391	325.35513306	Mirror3Ra_Left-1
143277	-0.035286	468.75000000	-1 277.58886719	76.89925385	Mirror3Ra_Left-1
143278	-0.079549	312.50000000	-1 763.64514160	137.17816162	Mirror3Ra_Left-1
143279	-0.054856	156.25000000	-1 515.98742676	95.78312683	Mirror3Ra_Left-1
143280	-0.131535	1 107.14587402	-2 394.47705078	329.31857300	Mirror3Ra_Left-1
143281	-0.139496	364.22299194	-2 584.31323242	311.37710571	Mirror3Ra_Left-1
143282	-0.119122	538.07434082	-2 252.93920898	241.73731995	Mirror3Ra_Left-1
143283	0.263952	780.97265625	2 192.62988281	256.95040894	Mirror3Ra_Left-1
143284	0.269000	1 093.47265625	2 192.63037109	286.32272339	Mirror3Ra_Left-1
143285	0.179840	468.75000000	1 633.47814941	141.40533447	Mirror3Ra_Left-1
143286	0.010109	2 343.75000000	-592.00207520	309.55789185	Mirror3Ra_Left-1
143287	0.122149	468.75000000	1 156.65905762	80.03646851	Mirror3Ra_Left-1
143288	0.321037	659.59973145	2 574.41821289	328.43313599	Mirror3Ra_Left-1
143289	0.106799	78.12500000	988.03131104	51.92290115	Mirror3Ra_Left-1
143290	0.016262	78.12500000	-749.81335449	19.42997742	Mirror3Ra_Left-1
143291	-0.118065	750.20666504	-2 210.52758789	248.54721069	Mirror3Ra_Left-1
143292	-0.143877	69.32894897	-2 658.62670898	323.18844604	Mirror3Ra_Left-1
143293	-0.122577	1 315.06933594	-2 254.39404297	326.65374756	Mirror3Ra_Left-1
143294	-0.054127	2 033.31921387	-1 445.88708496	318.34429932	Mirror3Ra_Left-1
143295	0.276245	1 391.15454102	2 195.94848633	324.08642578	Mirror3Ra_Left-1
143296	0.049679	468.75000000	-98.01639557	11.23015022	Mirror3Ra_Left-1
143297	0.091725	468.75000000	785.81768799	45.53190994	Mirror3Ra_Left-1
143298	-0.139300	207.97299194	-2 584.31323242	306.03344727	Mirror3Ra_Left-1
143299	-0.119160	1 098.21533203	-2 189.66015625	281.72900391	Mirror3Ra_Left-1
143300	0.265680	366.42266846	2 243.52368164	243.13658142	Mirror3Ra_Left-1
143301	-0.029882	2 196.69433594	-1 128.99645996	317.49182129	Mirror3Ra_Left-1
143302	-0.011980	1 982.23144531	-840.16693115	240.55807495	Mirror3Ra_Left-1
143303	0.057747	2 031.25000000	92.53218842	219.72271729	Mirror3Ra_Left-1
143304	0.080130	2 343.75000000	277.60128784	295.44577026	Mirror3Ra_Left-1
143305	-0.021166	2 243.36865234	-1 014.40753174	317.10614014	Mirror3Ra_Left-1
143306	0.021942	2 343.75000000	-424.77664185	301.27871704	Mirror3Ra_Left-1
143307	0.004862	2 031.25000000	-605.42694092	235.58863831	Mirror3Ra_Left-1
143308	0.001935	2 336.38916016	-706.79888916	314.92739868	Mirror3Ra_Left-1
143309	0.034618	2 343.75000000	-250.83920288	295.52224731	Mirror3Ra_Left-1
143310	0.097563	2 343.75000000	451.53887939	301.02120972	Mirror3Ra_Left-1
143311	0.107354	2 031.25000000	614.34497070	237.10350037	Mirror3Ra_Left-1
143312	0.322218	735.81665039	2 574.41821289	333.72952271	Mirror3Ra_Left-1
143313	0.073790	2 031.25000000	266.46975708	222.79698181	Mirror3Ra_Left-1
143314	0.090477	2 031.25000000	440.40734863	228.60110474	Mirror3Ra_Left-1
143315	0.029792	2 031.25000000	-257.55215454	221.95536804	Mirror3Ra_Left-1
143316	0.017185	2 031.25000000	-431.48959351	227.32771301	Mirror3Ra_Left-1
143317	-0.068328	1 533.54956055	-1 566.86804199	234.73950195	Mirror3Ra_Left-1
143318	-0.078500	1 682.24914551	-1 718.73913574	286.02011108	Mirror3Ra_Left-1
143319	-0.072253	468.75000000	-1 657.02099609	127.26355743	Mirror3Ra_Left-1
143320	0.112817	2 343.75000000	600.92205811	307.97955322	Mirror3Ra_Left-1
143321	0.041199	78.12500000	-343.04605103	2.61319423	Mirror3Ra_Left-1
143322	-0.110482	173.58224487	-2 156.69165039	206.07180786	Mirror3Ra_Left-1
143323	0.125718	78.12500000	1 198.19543457	73.70526123	Mirror3Ra_Left-1
143324	0.091850	78.12500000	781.45678711	34.15840530	Mirror3Ra_Left-1
143325	-0.017584	78.12500000	-1 133.08105469	49.77965546	Mirror3Ra_Left-1
143326	-0.139265	138.65327454	-2 584.31323242	304.59750366	Mirror3Ra_Left-1
143327	-0.053738	468.75000000	-1 460.80505371	99.34939575	Mirror3Ra_Left-1
143328	-0.133802	1 036.12866211	-2 436.21166992	330.34622192	Mirror3Ra_Left-1
143329	0.198241	2 016.92053223	1 474.96057129	315.02416992	Mirror3Ra_Left-1
143330	0.021934	468.75000000	-619.82873535	23.92901993	Mirror3Ra_Left-1
143331	-0.102239	468.75000000	-2 019.93920898	189.78356934	Mirror3Ra_Left-1
143332	0.056975	468.75000000	77.15455627	12.54757500	Mirror3Ra_Left-1
143333	0.156930	468.75000000	1 459.54028320	116.81980896	Mirror3Ra_Left-1
143334	0.038543	312.50000000	-369.96575928	8.15710735	Mirror3Ra_Left-1
143335	-0.005027	312.50000000	-989.73687744	41.77900314	Mirror3Ra_Left-1
143336	0.231711	468.75000000	2 007.44348145	202.75164795	Mirror3Ra_Left-1
143337	0.316671	161.76803589	2 587.03125000	310.93557739	Mirror3Ra_Left-1
143338	-0.140870	708.42095947	-2 584.31323242	333.45693970	Mirror3Ra_Left-1
143339	-0.119738	618.92327881	-2 252.93920898	247.22346497	Mirror3Ra_Left-1
143340	-0.139954	505.07968140	-2 584.31323242	318.69763184	Mirror3Ra_Left-1
143341	0.319180	425.84231567	2 584.31201172	318.04067993	Mirror3Ra_Left-1
143342	-0.136549	934.89556885	-2 490.30859375	331.79376221	Mirror3Ra_Left-1
143343	-0.138710	833.97796631	-2 536.28637695	332.71240234	Mirror3Ra_Left-1
143344	0.291890	53.92267609	2 430.54711914	275.22689819	Mirror3Ra_Left-1
143345	-0.140536	640.65368652	-2 584.31323242	327.98748779	Mirror3Ra_Left-1
143346	-0.140224	572.87322998	-2 584.31323242	323.06771851	Mirror3Ra_Left-1
143347	0.009203	1 875.00000000	-521.81469727	198.06684875	Mirror3Ra_Left-1
143348	0.034337	1 875.00000000	-173.93980408	187.63978577	Mirror3Ra_Left-1
143349	0.025491	625.00000000	-521.81689453	28.83461571	Mirror3Ra_Left-1
143350	0.044389	625.00000000	-173.94198608	20.62225151	Mirror3Ra_Left-1
143351	-0.039312	1 875.00000000	-1 217.56396484	254.16600037	Mirror3Ra_Left-1
143352	-0.014657	1 875.00000000	-869.68945313	220.10453796	Mirror3Ra_Left-1
143353	0.011758	1 250.00000000	-521.81610107	92.16211700	Mirror3Ra_Left-1
143354	0.034510	1 250.00000000	-173.94116211	83.12612152	Mirror3Ra_Left-1
143355	-0.095799	625.00000000	-1 913.31506348	179.75469971	Mirror3Ra_Left-1
143356	-0.066643	625.00000000	-1 565.44079590	123.39080811	Mirror3Ra_Left-1
143357	-0.031861	625.00000000	-1 217.56628418	79.78987885	Mirror3Ra_Left-1
143358	0.000441	625.00000000	-869.69165039	48.42460251	Mirror3Ra_Left-1
143359	-0.040388	1 250.00000000	-1 217.56542969	145.03257751	Mirror3Ra_Left-1
143360	-0.012159	1 250.00000000	-869.69085693	112.66310883	Mirror3Ra_Left-1
143361	0.098790	625.00000000	869.68359375	61.12450790	Mirror3Ra_Left-1
143362	0.130017	625.00000000	1 217.55908203	95.54978180	Mirror3Ra_Left-1
143363	0.172556	625.00000000	1 565.43469238	140.15484619	Mirror3Ra_Left-1
143364	0.220231	625.00000000	1 913.31042480	194.82826233	Mirror3Ra_Left-1
143365	0.060417	625.00000000	173.93307495	23.44823265	Mirror3Ra_Left-1
143366	0.077220	625.00000000	521.80828857	37.02741623	Mirror3Ra_Left-1
143367	0.058025	1 250.00000000	173.93388367	85.21004486	Mirror3Ra_Left-1
143368	0.082767	1 250.00000000	521.80908203	98.12295532	Mirror3Ra_Left-1
143369	0.128391	1 875.00000000	869.68572998	222.74133301	Mirror3Ra_Left-1
143370	0.164275	1 875.00000000	1 217.56115723	255.72926331	Mirror3Ra_Left-1
143371	0.063008	1 875.00000000	173.93524170	188.46861267	Mirror3Ra_Left-1
143372	0.095247	1 875.00000000	521.81042480	200.25271606	Mirror3Ra_Left-1
143373	-0.070561	1 250.00000000	-1 565.43994141	189.73667908	Mirror3Ra_Left-1
143374	-0.099293	1 250.00000000	-1 913.31420898	247.30853271	Mirror3Ra_Left-1
143375	0.120508	2 343.75000000	675.61364746	312.20434570	Mirror3Ra_Left-1
143376	0.127034	1 988.13879395	826.47851563	242.07751465	Mirror3Ra_Left-1
143377	0.270119	680.20263672	2 243.04248047	259.48013306	Mirror3Ra_Left-1
143378	0.311342	949.98425293	2 483.60864258	331.57803345	Mirror3Ra_Left-1
143379	0.270052	576.58483887	2 252.93603516	254.93084717	Mirror3Ra_Left-1
143380	0.232286	1 250.00000000	1 913.31127930	253.90043640	Mirror3Ra_Left-1
143381	0.186162	1 250.00000000	1 565.43554688	199.64819336	Mirror3Ra_Left-1
143382	0.145214	1 250.00000000	1 217.55993652	155.51689148	Mirror3Ra_Left-1
143383	0.111032	1 250.00000000	869.68438721	121.62374115	Mirror3Ra_Left-1
143384	0.085429	2 187.50000000	359.00430298	260.31829834	Mirror3Ra_Left-1
143385	0.065851	2 343.75000000	128.21818542	292.85067749	Mirror3Ra_Left-1
143386	0.009006	1 562.50000000	-521.81549072	139.76373291	Mirror3Ra_Left-1
143387	-0.014681	1 562.50000000	-869.69024658	160.95339966	Mirror3Ra_Left-1
143388	0.025812	2 187.50000000	-341.16439819	259.81802368	Mirror3Ra_Left-1
143389	0.041920	468.75000000	-271.95388794	12.67077732	Mirror3Ra_Left-1
143390	-0.040824	1 562.50000000	-1 217.56481934	194.08142090	Mirror3Ra_Left-1
143391	0.018150	937.50000000	-521.81652832	55.20145035	Mirror3Ra_Left-1
143392	-0.007017	937.50000000	-869.69128418	75.17002106	Mirror3Ra_Left-1
143393	-0.070538	937.50000000	-1 565.44042969	151.01228333	Mirror3Ra_Left-1
143394	-0.037635	937.50000000	-1 217.56591797	106.95270538	Mirror3Ra_Left-1
143395	0.178049	937.50000000	1 565.43505859	164.93011475	Mirror3Ra_Left-1
143396	0.136240	937.50000000	1 217.55944824	120.52146912	Mirror3Ra_Left-1
143397	0.103547	937.50000000	869.68395996	86.31690216	Mirror3Ra_Left-1
143398	0.079079	937.50000000	521.80859375	62.46727371	Mirror3Ra_Left-1
143399	0.154722	1 562.50000000	1 217.56042480	200.57112122	Mirror3Ra_Left-1
143400	0.120090	1 562.50000000	869.68499756	167.08248901	Mirror3Ra_Left-1
143401	0.088913	1 562.50000000	521.80969238	144.03434753	Mirror3Ra_Left-1
143402	0.317347	843.35559082	2 532.65551758	332.83700562	Mirror3Ra_Left-1
143403	0.225149	937.50000000	1 913.31079102	219.42906189	Mirror3Ra_Left-1
143404	-0.099306	937.50000000	-1 913.31469727	207.87847900	Mirror3Ra_Left-1
143405	0.032341	1 562.50000000	-173.94055176	130.10458374	Mirror3Ra_Left-1
143406	0.059698	1 562.50000000	173.93449402	131.62655640	Mirror3Ra_Left-1
143407	0.039368	937.50000000	-173.94163513	46.64690399	Mirror3Ra_Left-1
143408	0.058756	937.50000000	173.93341064	49.16469955	Mirror3Ra_Left-1
143409	0.304830	1 044.81164551	2 431.77270508	329.83496094	Mirror3Ra_Left-1
143410	0.301764	53.92267609	2 494.69458008	289.14804077	Mirror3Ra_Left-1
143411	-0.004214	78.12500000	-992.80194092	37.00226593	Mirror3Ra_Left-1
143412	0.117243	78.12500000	1 109.44897461	64.05292511	Mirror3Ra_Left-1
143413	-0.096357	1 504.59899902	-1 916.17114258	288.36376953	Mirror3Ra_Left-1
143414	0.176039	2 131.29272461	1 256.09704590	312.78833008	Mirror3Ra_Left-1
143415	-0.075619	234.37500000	-1 729.98852539	129.29566956	Mirror3Ra_Left-1
143416	0.098196	78.12500000	874.39343262	41.70117950	Mirror3Ra_Left-1
143417	0.057449	78.12500000	49.95201874	0.87692839	Mirror3Ra_Left-1
143418	-0.037642	2 143.07885742	-1 230.72631836	316.13385010	Mirror3Ra_Left-1
143419	0.253200	105.08634186	2 172.18432617	222.97846985	Mirror3Ra_Left-1
143420	0.256014	26.96133804	2 191.74169922	226.25614929	Mirror3Ra_Left-1
143421	0.318777	53.92267609	2 604.42309570	313.74188232	Mirror3Ra_Left-1
143422	0.145065	468.75000000	1 364.09667969	104.40001678	Mirror3Ra_Left-1
143423	0.016923	468.75000000	-691.77868652	27.67632866	Mirror3Ra_Left-1
143424	-0.042402	468.75000000	-1 347.72851563	85.08651733	Mirror3Ra_Left-1
143425	-0.131221	34.66447449	-2 457.94018555	271.97714233	Mirror3Ra_Left-1
143426	0.059102	2 343.75000000	53.52663803	292.32046509	Mirror3Ra_Left-1
143427	0.047926	2 031.25000000	-23.38284492	219.20675659	Mirror3Ra_Left-1
143428	0.048612	2 343.75000000	-70.14380646	292.57723999	Mirror3Ra_Left-1
143429	0.095901	546.87500000	839.23358154	53.87542343	Mirror3Ra_Left-1
143430	0.118946	390.62500000	1 126.20886230	73.32591248	Mirror3Ra_Left-1
143431	0.183608	390.62500000	1 667.49987793	143.11119080	Mirror3Ra_Left-1
143432	0.224048	546.87500000	1 947.33215332	196.10485840	Mirror3Ra_Left-1
143433	-0.017563	468.75000000	-1 103.65161133	58.74503708	Mirror3Ra_Left-1
143434	-0.007537	2 303.40209961	-834.19219971	316.04440308	Mirror3Ra_Left-1
143435	0.147705	2 261.87817383	958.99639893	313.13873291	Mirror3Ra_Left-1
143436	0.135012	2 306.07397461	824.56701660	312.97445679	Mirror3Ra_Left-1
143437	0.209404	1 406.25000000	1 708.43652344	241.76312256	Mirror3Ra_Left-1
143438	0.128001	2 325.45434570	751.59661865	312.54821777	Mirror3Ra_Left-1
143439	0.109162	234.37500000	1 019.37713623	57.44188690	Mirror3Ra_Left-1
143440	-0.085393	78.12500000	-1 851.65637207	146.75712585	Mirror3Ra_Left-1
143441	0.003534	78.12500000	-905.83331299	30.05384254	Mirror3Ra_Left-1
143442	-0.027803	78.12500000	-1 238.29040527	60.65018082	Mirror3Ra_Left-1
143443	0.103191	78.12500000	942.09954834	47.65933990	Mirror3Ra_Left-1
143444	0.021298	78.12500000	-681.83935547	15.53311634	Mirror3Ra_Left-1
143445	0.060794	78.12500000	138.48835754	2.40646291	Mirror3Ra_Left-1
143446	0.183455	234.37500000	1 673.76904297	139.12277222	Mirror3Ra_Left-1
143447	0.045631	78.12500000	-245.03424072	0.86456680	Mirror3Ra_Left-1
143448	0.139184	78.12500000	1 326.61279297	88.84299469	Mirror3Ra_Left-1
143449	0.084043	39.06250000	653.80450439	24.76532745	Mirror3Ra_Left-1
143450	0.222412	78.12500000	1 958.19775391	183.26791382	Mirror3Ra_Left-1
143451	-0.068444	546.87500000	-1 600.09143066	123.23902893	Mirror3Ra_Left-1
143452	0.242094	468.75000000	2 077.83569336	215.58914185	Mirror3Ra_Left-1
143453	0.082135	234.37500000	629.64398193	25.96041298	Mirror3Ra_Left-1
143454	0.291769	264.09536743	2 421.34326172	276.59179688	Mirror3Ra_Left-1
143455	0.077679	78.12500000	536.53277588	17.82717896	Mirror3Ra_Left-1
143456	-0.128976	294.89865112	-2 418.62622070	267.62847900	Mirror3Ra_Left-1
143457	-0.001607	1 406.25000000	-695.75317383	123.58122253	Mirror3Ra_Left-1
143458	-0.003071	1 718.75000000	-695.75250244	176.89973450	Mirror3Ra_Left-1
143459	-0.054928	1 406.25000000	-1 391.50244141	189.15242004	Mirror3Ra_Left-1
143460	-0.053158	1 718.75000000	-1 391.50170898	244.16325378	Mirror3Ra_Left-1
143461	0.010318	781.25000000	-695.75415039	49.12855148	Mirror3Ra_Left-1
143462	0.002698	1 093.75000000	-695.75372314	81.00923920	Mirror3Ra_Left-1
143463	-0.055177	1 093.75000000	-1 391.50292969	145.23480225	Mirror3Ra_Left-1
143464	-0.052686	781.25000000	-1 391.50329590	112.34971619	Mirror3Ra_Left-1
143465	0.152779	781.25000000	1 391.49707031	127.77689362	Mirror3Ra_Left-1
143466	0.160244	1 093.75000000	1 391.49731445	157.63491821	Mirror3Ra_Left-1
143467	0.088410	781.25000000	695.74609375	59.16193390	Mirror3Ra_Left-1
143468	0.092945	1 093.75000000	695.74645996	89.55229187	Mirror3Ra_Left-1
143469	0.179222	1 718.75000000	1 391.49853516	247.38313293	Mirror3Ra_Left-1
143470	0.169362	1 406.25000000	1 391.49792480	197.49075317	Mirror3Ra_Left-1
143471	0.107939	1 718.75000000	695.74768066	180.92228699	Mirror3Ra_Left-1
143472	0.100229	1 406.25000000	695.74700928	130.12434387	Mirror3Ra_Left-1
143473	-0.062993	1 867.44958496	-1 543.37280273	295.78469849	Mirror3Ra_Left-1
143474	-0.085833	1 852.34887695	-1 847.11547852	343.07678223	Mirror3Ra_Left-1
143475	-0.003216	2 023.88903809	-720.22375488	241.00900269	Mirror3Ra_Left-1
143476	0.118140	2 022.10217285	727.02807617	242.10542297	Mirror3Ra_Left-1
143477	0.141640	2 285.60888672	894.52490234	313.42929077	Mirror3Ra_Left-1
143478	0.248092	781.25000000	2 087.24853516	236.94718933	Mirror3Ra_Left-1
143479	0.253332	1 093.75000000	2 087.24877930	266.38381958	Mirror3Ra_Left-1
143480	-0.112377	1 093.75000000	-2 087.25146484	259.77230835	Mirror3Ra_Left-1
143481	-0.110110	781.25000000	-2 087.25195313	225.67906189	Mirror3Ra_Left-1
143482	0.045409	1 406.25000000	-0.00337479	104.83515167	Mirror3Ra_Left-1
143483	0.046399	1 718.75000000	-0.00269892	156.76225281	Mirror3Ra_Left-1
143484	0.050687	781.25000000	-0.00431875	32.31119537	Mirror3Ra_Left-1
143485	0.047472	1 093.75000000	-0.00391452	63.36803818	Mirror3Ra_Left-1
143486	-0.098406	546.87500000	-1 959.10510254	182.87268066	Mirror3Ra_Left-1
143487	-0.075169	390.62500000	-1 702.81127930	130.54394531	Mirror3Ra_Left-1
143488	0.020492	1 718.75000000	-347.87768555	161.13812256	Mirror3Ra_Left-1
143489	0.032438	781.25000000	-347.87933350	35.11147690	Mirror3Ra_Left-1
143490	-0.027377	1 718.75000000	-1 043.62719727	204.42771912	Mirror3Ra_Left-1
143491	0.021309	1 406.25000000	-347.87835693	108.55052185	Mirror3Ra_Left-1
143492	0.025904	1 093.75000000	-347.87890625	66.55912018	Mirror3Ra_Left-1
143493	-0.083948	781.25000000	-1 739.37768555	162.47776794	Mirror3Ra_Left-1
143494	-0.018009	781.25000000	-1 043.62878418	74.73143768	Mirror3Ra_Left-1
143495	-0.026888	1 406.25000000	-1 043.62780762	150.30308533	Mirror3Ra_Left-1
143496	-0.024070	1 093.75000000	-1 043.62841797	107.09030914	Mirror3Ra_Left-1
143497	0.115025	781.25000000	1 043.62158203	88.33912659	Mirror3Ra_Left-1
143498	0.198137	781.25000000	1 739.37268066	177.34477234	Mirror3Ra_Left-1
143499	0.067407	468.75000000	317.94143677	18.82614708	Mirror3Ra_Left-1
143500	0.068614	781.25000000	347.87081909	40.41493607	Mirror3Ra_Left-1
143501	0.069151	1 093.75000000	347.87121582	71.12032318	Mirror3Ra_Left-1
143502	0.071830	1 406.25000000	347.87176514	112.11560822	Mirror3Ra_Left-1
143503	0.141525	1 718.75000000	1 043.62304688	208.96115112	Mirror3Ra_Left-1
143504	0.076649	1 718.75000000	347.87240601	163.44776917	Mirror3Ra_Left-1
143505	-0.086201	1 093.75000000	-1 739.37731934	195.94001770	Mirror3Ra_Left-1
143506	0.154163	2 238.58276367	1 026.73339844	313.68789673	Mirror3Ra_Left-1
143507	0.204465	1 093.75000000	1 739.37304688	206.97967529	Mirror3Ra_Left-1
143508	0.122733	1 093.75000000	1 043.62194824	118.44799805	Mirror3Ra_Left-1
143509	0.132141	1 406.25000000	1 043.62231445	158.64151001	Mirror3Ra_Left-1
143510	0.215038	1 718.75000000	1 677.50000000	286.64721680	Mirror3Ra_Left-1
143511	0.065920	78.12500000	270.05227661	5.96431446	Mirror3Ra_Left-1
143512	0.129768	78.12500000	1 237.89306641	78.23717499	Mirror3Ra_Left-1
143513	0.081992	390.62500000	627.06530762	30.86276436	Mirror3Ra_Left-1
143514	0.008572	78.12500000	-845.81085205	25.68828583	Mirror3Ra_Left-1
143515	0.036844	78.12500000	-430.01477051	4.90662909	Mirror3Ra_Left-1
143516	0.071488	78.12500000	406.50137329	11.26410580	Mirror3Ra_Left-1
143517	0.047755	78.12500000	-196.02835083	0.32027620	Mirror3Ra_Left-1
143518	0.049771	78.12500000	-147.02246094	-0.00518580	Mirror3Ra_Left-1
143519	0.068647	78.12500000	337.81842041	8.39240360	Mirror3Ra_Left-1
143520	0.026018	78.12500000	-613.86523438	12.07604218	Mirror3Ra_Left-1
143521	0.054560	78.12500000	-24.50768852	0.13291916	Mirror3Ra_Left-1
143522	-0.039041	78.12500000	-1 355.24645996	74.04768372	Mirror3Ra_Left-1
143523	0.087960	78.12500000	720.10833740	29.58378410	Mirror3Ra_Left-1
143524	0.204155	78.12500000	1 827.95690918	161.09405518	Mirror3Ra_Left-1
143525	-0.059194	78.12500000	-1 565.59838867	101.68405914	Mirror3Ra_Left-1
143526	-0.084395	1 745.89880371	-1 806.42187500	313.64739990	Mirror3Ra_Left-1
143527	0.172054	78.12500000	1 593.02526855	124.63931274	Mirror3Ra_Left-1
143528	-0.125507	1 102.68054199	-2 292.06860352	304.90493774	Mirror3Ra_Left-1
143529	0.284993	1 093.19531250	2 298.01147461	307.17706299	Mirror3Ra_Left-1
143530	0.149518	78.12500000	1 417.22570801	100.35453796	Mirror3Ra_Left-1
143531	0.030196	2 265.62500000	-296.00183105	277.26928711	Mirror3Ra_Left-1
143532	0.013069	1 953.12500000	-476.65216064	212.29258728	Mirror3Ra_Left-1
143533	0.038565	1 953.12500000	-128.77723694	203.13340759	Mirror3Ra_Left-1
143534	0.021436	2 109.37500000	-386.32699585	243.17019653	Mirror3Ra_Left-1
143535	-0.146722	69.32894897	-2 704.31323242	335.48355103	Mirror3Ra_Left-1
143536	0.191881	1 562.50000000	1 534.49890137	240.03594971	Mirror3Ra_Left-1
143537	0.201444	1 875.00000000	1 534.49963379	294.78463745	Mirror3Ra_Left-1
143538	0.238234	1 875.00000000	1 820.50122070	337.30993652	Mirror3Ra_Left-1
143539	0.023946	546.87500000	-570.82281494	25.94707680	Mirror3Ra_Left-1
143540	0.040350	390.62500000	-320.95983887	9.98228073	Mirror3Ra_Left-1
143541	-0.123419	260.23651123	-2 335.78271484	247.21066284	Mirror3Ra_Left-1
143542	-0.113215	503.41220093	-2 170.09570313	221.88563538	Mirror3Ra_Left-1
143543	0.121527	78.12500000	1 155.38073730	68.96588135	Mirror3Ra_Left-1
143544	0.036448	234.37500000	-418.97167969	7.19933844	Mirror3Ra_Left-1
143545	-0.072823	78.12500000	-1 712.03442383	123.66246796	Mirror3Ra_Left-1
143546	0.195596	78.12500000	1 766.11218262	151.05484009	Mirror3Ra_Left-1
143547	0.214686	78.12500000	1 903.39697266	173.76754761	Mirror3Ra_Left-1
143548	0.231715	78.12500000	2 023.54211426	194.91934204	Mirror3Ra_Left-1
143549	-0.103262	78.12500000	-2 067.14575195	186.59167480	Mirror3Ra_Left-1
143550	0.323949	53.92267609	2 637.50830078	321.35073853	Mirror3Ra_Left-1
143551	-0.053791	78.12500000	-1 508.92785645	93.78582764	Mirror3Ra_Left-1
143552	0.164644	546.87500000	1 512.48754883	128.06542969	Mirror3Ra_Left-1
